ticker,company_name,province,hq_address_raw,soe_dummy_final,state_own_share
PMP,Công ty cổ phần Bao bì Đạm Phú Mỹ,Hồ Chí Minh,"\u003c/b\u003e Đường 1B, Khu công nghiệp Phú Mỹ 1, P.Phú Mỹ, T.P Hồ Chí Minh\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 064 392 1999 | Fax: 064 392 1966\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u00",0,
PMS,Công ty Cổ phần Cơ khí Xăng dầu,Hồ Chí Minh,"\u003c/b\u003e Số 446 Nơ Trang Long, P.13, Q. Bình Thạnh, Tp. Hồ Chí Minh\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 84-(8) 355 333 25 Fax: 84-(8) 355 330 29\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u0",0,
POT,Công ty Cổ phần Thiết bị Bưu điện,Điện Biên,"\u003c/b\u003e Số 61 Trần Phú, phường Điện Biên, quận Ba Đình, thành phố Hà Nội.\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 84-(4) 3 845 59 46 - Fax: 04.3 823 41 28\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:",0,
POW,Tổng Công ty Điện lực Dầu khí Việt Nam - CTCP,Hà Nội,"\u003c/b\u003e Tầng 8, 9 tòa nhà Viện Dầu khí, 167 Trung Kính, P.Yên Hòa, T.P Hà Nội\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e (024) 22210 288 Fax : (024) 22210 388\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin",1,1.0
PPC,Công ty Cổ phần Nhiệt điện Phả Lại,Hải Phòng,"\u003c/b\u003e Km 28, Quốc lộ 18, phường Chí Linh, TP Hải Phòng\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 84-(320) 3881 126 Fax: 84-(320) 3881 388\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e",0,
PPP,Công ty Cổ phần Dược phẩm Phong Phú,Hồ Chí Minh,"\u003c/b\u003e Lô 12, đường số 8, KCN Tân Tạo, P.Tân Tạo, T.P Hồ Chí Minh\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 84-(8) 3 754 79 99 - Fax: 84-(8) 3 754 79 96\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u0",0,
PPS,Công ty Cổ phần Dịch vụ Kỹ thuật Điện lực Dầu khí Việt Nam,Hà Nội,"\u003c/b\u003e Tầng 7, tòa nhà HH3, KĐT Mỹ Đình, P.Mỹ Đình 1, Q.Nam Từ Liêm, T.P Hà Nội\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e (84-4) 3 7878186 - Fax: (84-4) 3 7878185\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thô",0,
PPT,Công ty cổ phần Petro Times,Hải Phòng,"\u003c/b\u003e 54 Tiền Phong, phường Hải An, thành phố Hải Phòng\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 0225 3625882 Fax: 0225 3625882\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e \u003c/p",0,
PPY,Công ty cổ phần Xăng dầu Dầu khí Phú Yên,Đắk Lắk,"\u003c/b\u003e 157-159 Hùng Vương, phường Tuy Hòa, tỉnh Đắk Lắk\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e (0573) 828643| Fax: (0573) 828643\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e \u003c/p\",0,
PSC,Công ty cổ phần Vận tải và Dịch vụ Petrolimex Sài Gòn,Hồ Chí Minh,"\u003c/b\u003e 118 Huỳnh Tấn Phát, Tân Thuận Tây, Quận 07, Tp. Hồ Chí Minh.\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e +84-(08) 3872 310 14 - Fax: +84-(08) 3872 1013\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin",0,
PSD,Công ty cổ phần Dịch vụ Phân phối Tổng hợp Dầu khí,Hồ Chí Minh,"\u003c/b\u003e P207, tòa nhà PetroVietnam, 1-5 Lê Duẩn, P.Sài Gòn, T.P Hồ Chí Minh\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e (84-8) 3911 5578 Fax: (84-8) 3911 5579\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:",0,
PSE,Công ty cổ phần Phân bón và Hóa chất Dầu khí Đông Nam Bộ,Hồ Chí Minh,"\u003c/b\u003e Số 27 Đinh Bộ Lĩnh, P.24, Q.Bình Thạnh, T.P Hồ Chí Minh\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 08. 3 5111999 - Fax: 08.35111666\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e \u0",0,
PSI,Công ty cổ phần Chứng khoán Dầu khí,Hà Nội,"\u003c/b\u003e Tầng 2, 18 Lý Thường Kiệt, Q.Hoàn Kiếm, T.P Hà Nội\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e +84-(04)-3934.3888 - Fax: +84-(04)-3934.3999\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u0",0,1.0
PSW,Công ty cổ phần Phân bón và Hóa chất Dầu khí Tây Nam Bộ,Cần Thơ,"\u003c/b\u003e Số 151/18 Trần Hoàng Na, P.Hưng Lợi, Q.Ninh Kiều,T.P Cần Thơ\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 0292.3765.079 - Fax: 0292.3765.078\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u0",0,
PTB,Công ty Cổ phần Phú Tài,Gia Lai,"\u003c/b\u003e 278 Nguyễn Thị Định, phường Quy Nhơn Nam, tỉnh Gia Lai\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 056. 3847668/078 Fax: 056. 3847556/246\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u0",0,
PTD,CTCP Thiết kế - Xây dựng - Thương mại Phúc Thịnh,Hồ Chí Minh,"\u003c/b\u003e 361 Lê Trọng Tấn, phường Tân Sơn Nhì, T.P Hồ Chí Minh\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 08 3811 6823 - Fax: 08 3811 6843\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e \u003",0,
PTI,Tổng Công ty Cổ phần Bảo hiểm Bưu điện,Hà Nội,"\u003c/b\u003e 95 Trần Thái Tông, phường Cầu Giấy, T.P Hà Nội\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 04.37724466 - Fax: 04.37724460 / 04.37724461\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e",0,
PTS,Công ty Cổ phần Vận tải và Dịch vụ Petrolimex Hải Phòng,Hải Phòng,"\u003c/b\u003e Số 61 đường Ngô Quyền, quận Ngô Quyền, Hải Phòng \u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 0313.765194 Fax: 0313.765194\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e Ông Đào Thanh",1,0.51
PV2,Công ty cổ phần Đầu tư PV2,Hà Nội,"\u003c/b\u003e Số 1 Phạm Văn Bạch, P. Yên Hòa, Quận Cầu Giấy , Hà Nội\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 84-(4) 6273 2659 - Fax: 84-(4) 6273 2668\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u0",0,
PVB,Công ty cổ phần Bọc ống Dầu khí Việt Nam,Hồ Chí Minh,"\u003c/b\u003e Đường 2B, KCN Phú Mỹ 1, phường Phú Mỹ, T.P Hồ Chí Minh\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e +84-(064)-3924456 - Fax: 064.3924455\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e",0,
PVC,Tổng Công ty Hóa chất và Dịch vụ Dầu khí - CTCP,Hà Nội,"\u003c/b\u003e Tầng 6, tòa nhà Viện Dầu khí, 167 Trung Kính, P.Yên Hòa, T.P Hà Nội\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 84-(4) 385 628 61 - Fax: 84-(4) 385 625 52\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông",0,
PVD,Tổng Công ty Cổ phần Khoan và Dịch vụ Khoan Dầu khí,Hồ Chí Minh,"\u003c/b\u003e Lầu 4, Tòa nhà Sailling Tower, số 111A Pasteur, Q1, Tp.HCM\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 84-(8) 3914 20 12 Fax: 84-(8) 3914 20 21\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003",0,
PVP,Công ty Cổ phần Vận tải dầu khí Thái Bình Dương,Hồ Chí Minh,"\u003c/b\u003e Tầng 3, Tòa nhà PVFCCo, Số 43 Mạc Đĩnh Chi, P.Đa Kao, Q.1, TP. Hồ Chí Minh\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 028 3822 8546 - Fax: 028 3822 8545\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông t",0,
PVS,Tổng Công ty Cổ phần Dịch vụ Kỹ thuật Dầu khí Việt Nam,Hồ Chí Minh,"\u003c/b\u003e Lầu 5, Toà nhà PetroVietnamTower, số 1-5 Lê Duẩn, phường Bến Nghé, quận I, Tp. Hồ Chí Minh\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 84-(8) 3910 28 28 Fax: 84-(8) 3910 29 29\u003c/p\u003e\u003cp\u003e\u003cb\u0",0,
PVT,Tổng công ty Cổ phần Vận tải Dầu khí,Hồ Chí Minh,"\u003c/b\u003e Tầng 2, Tòa nhà PVFCCo, số 43 Mạc Đĩnh Chi, Phường Sài Gòn, TPHCM\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 84-(8) 391 113 01 Fax: 84-(8) 391 113 00\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin",0,
QCG,Công ty Cổ phần Quốc Cường Gia Lai,Hồ Chí Minh,"\u003c/b\u003e 26 Trần Quốc Thảo, phường 6, quận 3, TP HCM\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 08.39305704 Fax: 08.39305903\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e \u003c/p\u0",0,
QHD,Công ty Cổ phần Que hàn điện Việt Đức,Hà Nội,"\u003c/b\u003e Phố Quán Gánh, Xã Nhị Khê, Th­ường Tín,Hà Nội\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 84-(4) 338 533 60 Fax: 84-(4) 338 536 53\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e Ông",0,
QTC,Công ty Cổ phần Công trình Giao thông Vận tải Quảng Nam,Quảng Nam,"\u003c/b\u003e Số 10 Nguyễn Du, Tam Kỳ, Quảng Nam\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 84-(510) 385 1734 Fax: 84-(510) 385 20 98\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e Ông Nguyễn T",1,0.5379999999999999
REE,Công ty Cổ phần Cơ điện lạnh,Hồ Chí Minh,"\u003c/b\u003e 364 đường Cộng Hòa, phường Tân Bình, T.P Hồ Chí Minh\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 84-28 3810 0017 Fax: 84-28 3810 0337\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e",0,
S4A,Công ty Cổ phần Thủy điện Sê San 4A,Gia Lai,"\u003c/b\u003e 650 Lê Duẩn, Phường Thắng Lợi, Thành phố Pleiku, Tỉnh Gia Lai, Việt Nam\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e (84.59) 3756096 Fax: (84.59) 3756097\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông",0,
S55,Công ty Cổ phần Sông Đà 505,Gia Lai,"\u003c/b\u003e Xã IaO, Huyện Iagrai, Tỉnh Gia Lai\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 0462 659 505 - Fax: 0462 659 506\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e Ông Vũ Sơn Thủy\u003c/",0,
S99,Công ty Cổ phần SCI,Hà Nội,"\u003c/b\u003e T3 Tháp C, tòa Golden Place, Mễ Trì, P.Từ Liêm, Hà Nội\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e +84-(024)-3768.4495 - Fax: +84-(0244)-3768.4490\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u00",0,
SAB,Tổng CTCP Bia - Rượu - Nước giải khát Sài Gòn,Hồ Chí Minh,"\u003c/b\u003e Tầng 5, số 72 Lê Thánh Tôn, Phường Sài Gòn, TP HCM\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e +84-(08) 3829 4083 - Fax: 084-(08) 3829 6856\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u0",0,
SAF,Công ty Cổ phần Lương thực Thực phẩm Safoco,Hồ Chí Minh,"\u003c/b\u003e 1079 Phạm Văn Đồng, phường Linh Xuân, T.P Hồ Chí Minh\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 84–(8) 372 452 64 Fax: 84–(8) 372 452 63\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u",0,
SAM,Công ty Cổ phần SAM Holdings,Hồ Chí Minh,"\u003c/b\u003e 127 Ung Văn Khiêm, phường Thạnh Mỹ Tây, TP Hồ Chí Minh\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e (84.8) 3512 2919 Fax: (84.8) 35128632\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u00",0,
SAV,Công ty Cổ phần Hợp tác kinh tế và Xuất nhập khẩu SAVIMEX,Hồ Chí Minh,"\u003c/b\u003e 194 Nguyễn Công Trứ, P.Nguyễn Thái Bình, Q.1, T.P Hồ Chí Minh\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 84-(8) 3829 642 Fax: 84-(8) 3829 2806\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/",0,
SBA,Công ty Cổ phần Sông Ba,Đà Nẵng,"\u003c/b\u003e 230 Nguyễn Tri Phương, Quận Thanh Khê, Tp. Đà Nẵng, Việt Nam\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 84-(511) 365 35 92 Fax: 84-(511) 365 35 93\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\",0,
SBG,Công ty Cổ phần Tập đoàn Cơ khí Công nghệ cao SIBA,Hồ Chí Minh,"\u003c/b\u003e 99A1 Cộng Hòa, Phường 4, Quận Tân Bình, TP Hồ Chí Minh, Việt Nam\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 1900 999 938\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e\u003c/p\u003e\",0,
SC5,Công ty Cổ phần Xây dựng số 5,Hồ Chí Minh,"\u003c/b\u003e 137 Lê Quang Định, Phường Bình Thạnh, T.P Hồ Chí Minh\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e +84-(08)-6258 3425 - Fax: +84-(08)-6258 3426\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b",0,
SCI,Công ty Cổ phần SCI E&C,Hà Nội,"\u003c/b\u003e Tháp C, tòa nhà Golden Palace, đường Mễ Trì, phường Từ Liêm, T.P Hà Nội\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e (84 - 4) 33868243 - Fax: (84 - 4) 33868243\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố th",0,
SD5,Công ty Cổ phần Sông Đà 5,Hà Nội,"\u003c/b\u003e Tầng 5, tháp B, tòa nhà HH4, KĐT Sông Đà Mỹ Đình, xã Mỹ Đình, huyện Từ Liêm, Hà Nội\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e +84-(04) 2225 5586 - Fax: +84-(04) 2225 5558\u003c/p\u003e\u003cp\u003e\u003cb\u003eNg",0,1.0
SD9,Công ty Cổ phần Sông Đà 9,Hà Nội,"\u003c/b\u003e Tòa nhà Sông Đà, đường Phạm Hùng, xã Mỹ Đình, huyện Từ Liêm, Hà Nội\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e +84-(04)-3768 3746 - Fax: +84-(04)-3768 2684\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thôn",0,
SDA,Công ty Cổ phần Simco Sông Đà,Hà Nội,"\u003c/b\u003e Tòa nhà SIMCO Sông Đà, Tiểu khu đô thị mới Vạn Phúc, phường Vạn Phúc, Q. Hà Đông, TP. Hà Nội\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 84-(4) 355 204 02 Fax: 84-(4) 3552 04 01\u003c/p\u003e\u003cp\u003e\u003cb",0,
SDN,Công ty Cổ phần Sơn Đồng Nai,Đồng Nai,"\u003c/b\u003e Đường 6, KCN Hố Nai, phường Hố Nai, tỉnh Đồng Nai\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 84-(613) 3931 355 Fax: 84-(613) 3836 091\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e",0,
SEB,Công ty Cổ phần Đầu tư và Phát triển Điện miền Trung,Khánh Hòa,"\u003c/b\u003e 10 Lam Sơn, P.Nha Trang, tỉnh Khánh Hòa\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 84-(58) 387 80 92 Fax: 84-(58) 387 80 93\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e \u003c/p\",0,0.45
SED,Công ty Cổ phần Đầu tư và Phát triển giáo dục Phương Nam,Hồ Chí Minh,"\u003c/b\u003e 231 Nguyễn Văn Cừ, Phường 4, Quận 5, Thành phố Hồ Chí Minh\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 84-(8) 383 007 07 - Fax: 84-(8) 383 007 02\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u",0,
SFC,Công ty Cổ phần Nhiên liệu Sài Gòn,Hồ Chí Minh,"\u003c/b\u003e 146E Nguyễn Đình Chính, P.8, Q.Phú Nhuận, T.P Hồ Chí Minh\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e +84-(08)-3997 9292 - Fax: +84-(08)-3997 9393\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u00",0,
SFG,Công ty Cổ phần Phân bón Miền Nam,Hồ Chí Minh,"\u003c/b\u003e 125B Cách Mạng Tháng Tám, Phường Bàn Cờ, TPHCM\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 08 3832 5889/ (08) 38393931 Fax 08 3832 2807\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u00",0,
SFN,Công ty Cổ phần Dệt lưới Sài Gòn,Hồ Chí Minh,"\u003c/b\u003e 89 Nguyễn Khoái, Phường 1, Quận 4, Tp. HCM\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e (84-8) 3940 0945 Fax: (84-8) 3940 1580\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e \u003c/p\u",0,
SGC,Công ty Cổ phần Xuất nhập khẩu Sa Giang,Đồng Tháp,"\u003c/b\u003e Lô CII-3, đường số 5, KCN C, phường Sa Đéc, tỉnh Đồng Tháp\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 02773 763 155 Fax: 02773 763 152\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u00",0,
SGD,Công ty cổ phần Sách Giáo dục tại T.P Hồ Chí Minh,Hồ Chí Minh,"\u003c/b\u003e 363 Hưng Phú, phường Chánh Hưng, T.P Hồ Chí Minh\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e (08) 39540600 - Fax: (08) 39540598\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e \u003c",0,
SGH,Công ty Cổ phần Khách sạn Sài Gòn,Hồ Chí Minh,"\u003c/b\u003e 41-47 Đông Du, Phường Bến Nghé, Quận 1, TP. HCM\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 08 3829 9734 Fax: 08 3829 1466 \u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e Bà Cao Thị",0,
SGN,Công ty cổ phần Phục vụ Mặt đất Sài Gòn,Hồ Chí Minh,"\u003c/b\u003e Số 2 Sông Đáy, phường Tân Sơn Hòa, T.P Hồ Chí Minh\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 84 - (028)25474999; Fax: 84-(028)35470999\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e",0,
SGR,Tổng Công ty cổ phần Địa ốc Sài Gòn,Hồ Chí Minh,"\u003c/b\u003e 63-65 Điện Biên Phủ, Phường Gia Định, T.P Hồ Chí Minh\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 08 38 405 549 - Fax : 08 38 405 553\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e \u",0,
SGT,Công ty Cổ phần Công nghệ Viễn thông Sài Gòn,Hồ Chí Minh,"\u003c/b\u003e Lô 46, Công viên Phần mềm Quang Trung, Phường Trung Mỹ Tây, Tp.HCM\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 84-(8) 3715 99 09 Fax: 84-(8) 5437 10 74\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông t",0,
SHA,Công ty Cổ phần Sơn Hà Sài Gòn,Hồ Chí Minh,"\u003c/b\u003e 292/5 Ấp 80, xã Đông Thạnh, T.P Hồ Chí Minh\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e (84-08) 3710 0101/ FAX: (84-08) 625 11989\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e \u003c",0,
SHE,Công ty Cổ phần Phát triển năng lượng Sơn Hà,Hà Nội,"\u003c/b\u003e Lô D, cụm Công nghiệp thị trấn Phùng, xã Đan Phượng, T.P Hà Nội\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 024 62656566 - Fax: 024 32656568\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u",0,
SHI,Công ty cổ phần Quốc tế Sơn Hà,Hà Nội,"\u003c/b\u003e Tầng 13 Tòa nhà Capital Place, số 29 Liễu Giai, phường Ngọc Hà, TP Hà Nội\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e (+84-4) 37 80 52 50 Fax: (+84-4) 62 65 65 88\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười côn",0,
SHS,Công ty Cổ phần Chứng Khoán Sài Gòn Hà Nội,Hà Nội,"\u003c/b\u003e 43 Lý Thường Kiệt, P.Cửa Nam, T.P Hà Nội\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 84-(4) 38181888 Fax: 84-(4) 38181688\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e \u003c/p\u00",0,
SIC,Công ty cổ phần ANI,Hồ Chí Minh,"\u003c/b\u003e Số 14B Kỳ Đồng, phường 9, quận 3, Tp. Hồ Chí Minh\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 84-(8) 629 056 59 - Fax: 84-(8) 629 055 98\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u003e",0,
SIP,Công ty cổ phần Đầu tư Sài Gòn VRG,Hồ Chí Minh,"\u003c/b\u003e Lô TT2-1, đường D4, KCN Đông Nam, xã Hoà Phú, huyện Củ Chi, T.P Hồ Chí Minh.\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e (84.28) 3847 9375 Fax: (84.28) 3847 9272\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công",0,
SJ1,Công ty cổ phần Nông nghiệp Hùng Hậu,Hồ Chí Minh,"\u003c/b\u003e 1004A Âu Cơ, phường Tân Phú, T.P Hồ Chí Minh\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e 028 3974 1135 - 028 3974 1136 / Fax: 028 3974 1280\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công bố thông tin:\u003c/b\u0",0,
SJE,Công ty Cổ phần Sông Đà 11,Hà Nội,\u003c/b\u003e Tầng 7 Tòa nhà Hỗn hợp Sông Đà Hà Đông - Đường Trần Phú - Hà Đông - Hà Nội\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e +84-(04)-3354 4735 - Fax: +84-(04)-3354 2280\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười công,0,
SKG,Công ty Cổ phần Tàu cao tốc Superdong – Kiên Giang,Kiên Giang,"\u003c/b\u003e Số 10, đường 30/4, khu phố 2, thị trấn Dương Đông, huyện Phú Quốc, tỉnh Kiên Giang\u003c/p\u003e\u003cp\u003e\u003cb\u003eĐiện thoại:\u003c/b\u003e (077)3 980 111 Fax : (077)3 846 180\u003c/p\u003e\u003cp\u003e\u003cb\u003eNgười cô",0,
